item_id,source_row_id,ownership_status,inventory_status,card_name,card_number,set_code,set_name,product_name,rarity,variant,finish,language,condition,grade_company,grade,cert_number,quantity,sealed_or_single,raw_or_slab,cost_basis_zar,cost_status,collectr_market_zar,research_market_usd,research_market_zar,quick_sale_zar,fair_market_zar,patient_local_ask_zar,event_ask_zar,online_ask_usd,online_ask_zar,stretch_ask_zar,walkaway_minimum_zar,expected_net_local_zar,expected_net_ebay_zar,expected_net_cardtrader_zar,expected_net_cardmarket_zar,expected_net_tcgplayer_zar,grading_candidate_score,psa10_estimate_usd,bgs10_estimate_usd,cgc10_estimate_usd,availability_score,liquidity_score,trend_score,confidence_rating,last_researched_at,source_links,notes
0117-trafalgar-law-op09-030,117,in_hand,available_for_pricing,Trafalgar Law,OP09-030,OP09,Emperors in the New World Pre-Release Cards,Trafalgar Law,UC,base_or_standard,Normal,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,37.78,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0118-roronoa-zoro-eb02-019,118,in_hand,available_for_pricing,Roronoa Zoro,EB02-019,EB02,Extra Booster: Anime 25th Collection,Roronoa Zoro,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,5.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0119-cavendish-eb01-012,119,in_hand,available_for_pricing,Cavendish,EB01-012,EB01,Extra Booster: Memorial Collection,Cavendish,SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,170.34,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0120-kid-killer-eb01-003,120,in_hand,available_for_pricing,Kid & Killer,EB01-003,EB01,Extra Booster: Memorial Collection,Kid & Killer,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,52.52,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0121-tony-tony-chopper-eb01-006,121,in_hand,available_for_pricing,Tony Tony.Chopper,EB01-006,EB01,Extra Booster: Memorial Collection,Tony Tony.Chopper,SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,450.00,recorded,432.45,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0122-boa-hancock-alternate-art-eb03-026,122,in_hand,available_for_pricing,Boa Hancock (Alternate Art),EB03-026,EB03,Extra Booster: One Piece Heroine's Edition,Boa Hancock (Alternate Art),SR,alternate_art,Foil,Unknown,Near Mint,RAW,,,1,single,raw,300.00,recorded,677.51,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0123-charlotte-linlin-eb03-034,123,in_hand,available_for_pricing,Charlotte Linlin,EB03-034,EB03,Extra Booster: One Piece Heroine's Edition,Charlotte Linlin,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,4.64,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0124-kujyaku-eb03-041,124,in_hand,available_for_pricing,Kujyaku,EB03-041,EB03,Extra Booster: One Piece Heroine's Edition,Kujyaku,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,4.47,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0125-nami-053-eb03-053,125,in_hand,available_for_pricing,Nami (053),EB03-053,EB03,Extra Booster: One Piece Heroine's Edition,Nami (053),SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,450.00,recorded,377.61,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0126-nefeltari-vivi-024-eb03-024,126,in_hand,available_for_pricing,Nefeltari Vivi (024),EB03-024,EB03,Extra Booster: One Piece Heroine's Edition,Nefeltari Vivi (024),SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,49.87,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0127-nefeltari-vivi-024-alternate-art-eb03-024,127,in_hand,available_for_pricing,Nefeltari Vivi (024) (Alternate Art),EB03-024,EB03,Extra Booster: One Piece Heroine's Edition,Nefeltari Vivi (024) (Alternate Art),SR,alternate_art,Foil,Unknown,Near Mint,RAW,,,1,single,raw,458.00,recorded,524.08,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0128-otama-eb03-012,128,in_hand,available_for_pricing,Otama,EB03-012,EB03,Extra Booster: One Piece Heroine's Edition,Otama,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,2.49,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0129-perona-eb03-045,129,in_hand,available_for_pricing,Perona,EB03-045,EB03,Extra Booster: One Piece Heroine's Edition,Perona,SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,20.05,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0130-rebecca-eb03-048,130,in_hand,available_for_pricing,Rebecca,EB03-048,EB03,Extra Booster: One Piece Heroine's Edition,Rebecca,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,2.65,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0131-sugar-eb03-005,131,in_hand,available_for_pricing,Sugar,EB03-005,EB03,Extra Booster: One Piece Heroine's Edition,Sugar,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,5.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0132-tashigi-eb03-018,132,in_hand,available_for_pricing,Tashigi,EB03-018,EB03,Extra Booster: One Piece Heroine's Edition,Tashigi,SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,10.44,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0133-trafalgar-law-eb03-062,133,in_hand,available_for_pricing,Trafalgar Law,EB03-062,EB03,Extra Booster: One Piece Heroine's Edition,Trafalgar Law,SEC,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,250.00,recorded,451.84,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0134-uta-003-eb03-003,134,in_hand,available_for_pricing,Uta (003),EB03-003,EB03,Extra Booster: One Piece Heroine's Edition,Uta (003),SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,8.28,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0135-there-you-are-sore-loser-jp-eb03-020,135,in_hand,available_for_pricing,"There You Are, Sore Loser! (JP)",EB03-020,EB03,Heroines Edition,"There You Are, Sore Loser! (JP)",C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,34.80,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0136-sabo-jp-op04-083,136,in_hand,available_for_pricing,Sabo (JP),OP04-083,OP04,Kingdoms of Intrigue,Sabo (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,69.59,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0137-learn-together-deck-set,137,in_hand,available_for_pricing,Learn Together Deck Set,,,Learn Together Deck Set,Learn Together Deck Set,,base_or_standard,Normal,Unknown,Near Mint,RAW,,,1,sealed_product,raw,,unknown_or_box_pull,750.91,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0138-monkey-d-luffy-st21-001-luffy-deck-st21-001,138,in_hand,available_for_pricing,Monkey.D.Luffy - ST21-001 (Luffy Deck),ST21-001,ST21,Learn Together Deck Set,Monkey.D.Luffy - ST21-001 (Luffy Deck),L,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,194.52,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0139-nami-op11-041-nami-deck-op11-041,139,in_hand,available_for_pricing,Nami - OP11-041 (Nami Deck),OP11-041,OP11,Learn Together Deck Set,Nami - OP11-041 (Nami Deck),L,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,148.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0140-nami-op11-054-nami-deck-op11-054,140,in_hand,available_for_pricing,Nami - OP11-054 (Nami Deck),OP11-054,OP11,Learn Together Deck Set,Nami - OP11-054 (Nami Deck),SR,base_or_standard,Normal,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,74.56,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0141-roronoa-zoro-op12-020-zoro-deck-op12-020,141,in_hand,available_for_pricing,Roronoa Zoro - OP12-020 (Zoro Deck),OP12-020,OP12,Learn Together Deck Set,Roronoa Zoro - OP12-020 (Zoro Deck),L,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,142.83,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0142-donquixote-rosinante-061-alternate-art-op12-061,142,in_hand,available_for_pricing,Donquixote Rosinante (061) (Alternate Art),OP12-061,OP12,Legacy of the Master,Donquixote Rosinante (061) (Alternate Art),L,alternate_art,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,929.36,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0143-koala-parallel-jp-op12-086,143,in_hand,available_for_pricing,Koala (parallel) (JP),OP12-086,OP12,Legacy of the Master,Koala (parallel) (JP),R,parallel,Foil,Japanese,Near Mint,PSA,PSA 10.0 GEM - MT,,1,single,slab,558.00,recorded,430.80,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0144-monkey-d-luffy-alternate-art-op12-015,144,in_hand,available_for_pricing,Monkey.D.Luffy (Alternate Art),OP12-015,OP12,Legacy of the Master,Monkey.D.Luffy (Alternate Art),SR,alternate_art,Foil,Unknown,Near Mint,RAW,,,1,single,raw,150.00,recorded,208.44,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0145-brook-jp-eb01-046,145,in_hand,available_for_pricing,Brook (JP),EB01-046,EB01,Memorial Collection,Brook (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,129.24,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0146-arlong-premium-card-collection-live-action-edition-p-048,146,in_hand,available_for_pricing,Arlong (Premium Card Collection -Live Action Edition-),P-048,P,One Piece Promotion Cards,Arlong (Premium Card Collection -Live Action Edition-),PR,promo,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,205.46,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0147-black-maria-premium-card-collection-bandai-card-games-fest-23-24-edition-st04-01,147,in_hand,available_for_pricing,Black Maria (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),ST04-011,ST04,One Piece Promotion Cards,Black Maria (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),C,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,87.65,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0148-brook-premium-card-collection-bandai-card-games-fest-23-24-edition-st01-011,148,in_hand,available_for_pricing,Brook (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),ST01-011,ST01,One Piece Promotion Cards,Brook (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),C,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,218.05,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0149-building-snake-premium-card-collection-best-selection-vol-4-op09-008,149,in_hand,available_for_pricing,Building Snake (Premium Card Collection -Best Selection Vol. 4-),OP09-008,OP09,One Piece Promotion Cards,Building Snake (Premium Card Collection -Best Selection Vol. 4-),UC,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,48.88,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0150-franky-premium-card-collection-one-piece-film-red-edition-op01-021,150,in_hand,available_for_pricing,Franky (Premium Card Collection -ONE PIECE FILM RED Edition-),OP01-021,OP01,One Piece Promotion Cards,Franky (Premium Card Collection -ONE PIECE FILM RED Edition-),UC,base_or_standard,Foil,Unknown,Near Mint,CGC,CGC 10.0 Pristine,,1,single,slab,580.00,recorded,1055.62,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0151-fukurou-premium-card-collection-bandai-card-games-fest-23-24-edition-op03-088,151,in_hand,available_for_pricing,Fukurou (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),OP03-088,OP03,One Piece Promotion Cards,Fukurou (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),UC,base_or_standard,Foil,Unknown,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,42.74,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0152-i-know-you-re-strong-so-i-ll-go-all-out-from-the-very-start-3rd-anniversary-trea,152,in_hand,available_for_pricing,I Know You're Strong... So I'll Go All Out from the Very Start!!! (3rd Anniversary Treasure Campaign Pack),OP13-040,OP13,One Piece Promotion Cards,I Know You're Strong... So I'll Go All Out from the Very Start!!! (3rd Anniversary Treasure Campaign Pack),R,base_or_standard,Foil,Unknown,Near Mint,PSA,PSA 10.0 GEM - MT,,1,single,slab,650.00,recorded,1286.81,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0153-izo-premium-card-collection-bandai-card-games-fest-23-24-edition-op01-033,153,in_hand,available_for_pricing,Izo (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),OP01-033,OP01,One Piece Promotion Cards,Izo (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),UC,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,23.03,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0154-jack-premium-card-collection-bandai-card-games-fest-23-24-edition-st04-008,154,in_hand,available_for_pricing,Jack (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),ST04-008,ST04,One Piece Promotion Cards,Jack (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),C,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,29.33,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0155-kouzuki-momonosuke-premium-card-collection-best-selection-vol-4-op10-028,155,in_hand,available_for_pricing,Kouzuki Momonosuke (Premium Card Collection -Best Selection Vol. 4-),OP10-028,OP10,One Piece Promotion Cards,Kouzuki Momonosuke (Premium Card Collection -Best Selection Vol. 4-),UC,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,47.72,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0156-monkey-d-luffy-event-pack-vol-2-p-033,156,in_hand,available_for_pricing,Monkey.D.Luffy (Event Pack Vol. 2),P-033,P,One Piece Promotion Cards,Monkey.D.Luffy (Event Pack Vol. 2),PR,event;promo,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,4597.10,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0157-monkey-d-luffy-st10-006-3rd-anniversary-treasure-campaign-pack-st10-006,157,in_hand,available_for_pricing,Monkey.D.Luffy - ST10-006 (3rd Anniversary Treasure Campaign Pack),ST10-006,ST10,One Piece Promotion Cards,Monkey.D.Luffy - ST10-006 (3rd Anniversary Treasure Campaign Pack),C,base_or_standard,Foil,Unknown,Near Mint,CGC,CGC 10.0 Pristine,,1,single,slab,350.00,recorded,,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0158-nami-tournament-pack-vol-3-participant-st01-007,158,in_hand,available_for_pricing,Nami (Tournament Pack Vol. 3) [Participant],ST01-007,ST01,One Piece Promotion Cards,Nami (Tournament Pack Vol. 3) [Participant],PR,promo,Normal,Unknown,Near Mint,CGC,CGC 9.0 Mint,,1,single,slab,,unknown_or_box_pull,,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0159-okiku-premium-card-collection-bandai-card-games-fest-23-24-edition-op01-035,159,in_hand,available_for_pricing,Okiku (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),OP01-035,OP01,One Piece Promotion Cards,Okiku (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,52.36,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0160-perona-premium-card-collection-best-selection-vol-4-op10-092,160,in_hand,available_for_pricing,Perona (Premium Card Collection -Best Selection Vol. 4-),OP10-092,OP10,One Piece Promotion Cards,Perona (Premium Card Collection -Best Selection Vol. 4-),C,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,130.73,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0161-portgas-d-ace-winner-pack-2024-oct-dec-op07-053,161,in_hand,available_for_pricing,Portgas.D.Ace (Winner Pack 2024 Oct.-Dec.),OP07-053,OP07,One Piece Promotion Cards,Portgas.D.Ace (Winner Pack 2024 Oct.-Dec.),R,winner,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,347.62,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0162-premium-card-collection-bandai-card-games-fest-23-24-edition,162,in_hand,available_for_pricing,Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-,,,One Piece Promotion Cards,Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-,,base_or_standard,Normal,Unknown,Near Mint,RAW,,,1,sealed_product,raw,1350.00,recorded,1819.78,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0163-premium-card-collection-best-selection-vol-4,163,in_hand,available_for_pricing,Premium Card Collection -Best Selection Vol. 4-,,,One Piece Promotion Cards,Premium Card Collection -Best Selection Vol. 4-,,base_or_standard,Normal,Unknown,Near Mint,RAW,,,1,sealed_product,raw,1700.00,recorded,2929.75,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0164-premium-card-collection-live-action-edition,164,in_hand,available_for_pricing,Premium Card Collection -Live Action Edition-,,,One Piece Promotion Cards,Premium Card Collection -Live Action Edition-,,base_or_standard,Normal,Unknown,Near Mint,RAW,,,1,sealed_product,raw,1350.00,recorded,2151.50,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0165-roronoa-zoro-25th-anniversary-jp-op01-001,165,in_hand,available_for_pricing,Roronoa Zoro [25th Anniversary] (JP),OP01-001,OP01,One Piece Promotion Cards,Roronoa Zoro [25th Anniversary] (JP),Promo,promo,Foil,Japanese,Near Mint,CGC,CGC 10.0 Pristine,,1,single,slab,1500.00,recorded,1573.90,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0166-roronoa-zoro-op01-001-alternate-art-op01-001,166,in_hand,available_for_pricing,Roronoa Zoro - OP01-001 (Alternate Art),OP01-001,OP01,One Piece Promotion Cards,Roronoa Zoro - OP01-001 (Alternate Art),PR,alternate_art;promo,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,2507.90,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0167-sabo-premium-card-collection-best-selection-vol-4-op10-049,167,in_hand,available_for_pricing,Sabo (Premium Card Collection -Best Selection Vol. 4-),OP10-049,OP10,One Piece Promotion Cards,Sabo (Premium Card Collection -Best Selection Vol. 4-),R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,126.75,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0168-sentomaru-cs-2023-celebration-pack-st03-007,168,in_hand,available_for_pricing,Sentomaru (CS 2023 Celebration Pack),ST03-007,ST03,One Piece Promotion Cards,Sentomaru (CS 2023 Celebration Pack),C,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,113.33,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
